Find 13459 frequent item sets !!!
Including 157 1-item frequent set
rubbing alcohol, support: 10
whole milk, sliced cheese, butter milk, support: 11
other vegetables, sliced cheese, butter milk, support: 12
sliced cheese, yogurt, butter milk, support: 13
other vegetables, coffee, sliced cheese, support: 11
coffee, sliced cheese, yogurt, support: 12
coffee, sliced cheese, whole milk, support: 15
whipped/sour cream, sliced cheese, ham, support: 10
pip fruit, sliced cheese, ham, support: 10
other vegetables, sliced cheese, ham, support: 12
sliced cheese, yogurt, ham, support: 12
whole milk, sliced cheese, ham, support: 14
sliced cheese, brown bread, rolls/buns, support: 10
sliced cheese, brown bread, yogurt, support: 10
other vegetables, sliced cheese, brown bread, support: 11
sausage, sliced cheese, brown bread, support: 13
whole milk, sliced cheese, brown bread, support: 13
sliced cheese, tropical fruit, curd, support: 10
other vegetables, sliced cheese, curd, support: 11
sausage, sliced cheese, curd, support: 11
whole milk, sliced cheese, curd, support: 14
sliced cheese, yogurt, curd, support: 16
sausage, pork, sliced cheese, support: 12
pork, sliced cheese, root vegetables, support: 13
other vegetables, pork, sliced cheese, support: 13
pork, sliced cheese, whole milk, support: 14
bottled water, margarine, sliced cheese, support: 10
margarine, sliced cheese, yogurt, support: 11
margarine, whole milk, sliced cheese, support: 15
margarine, sliced cheese, other vegetables, support: 16
sausage, sliced cheese, napkins, support: 10
root vegetables, sliced cheese, napkins, support: 11
sliced cheese, napkins, yogurt, support: 11
sliced cheese, tropical fruit, napkins, support: 13
whole milk, sliced cheese, napkins, support: 15
other vegetables, sliced cheese, napkins, support: 16
newspapers, root vegetables, sliced cheese, support: 10
newspapers, sliced cheese, pastry, support: 11
newspapers, sliced cheese, tropical fruit, support: 11
newspapers, soda, sliced cheese, support: 13
newspapers, whole milk, sliced cheese, support: 13
newspapers, sausage, sliced cheese, support: 13
newspapers, sliced cheese, yogurt, support: 13
newspapers, other vegetables, sliced cheese, support: 18
domestic eggs, sliced cheese, tropical fruit, support: 10
domestic eggs, sausage, sliced cheese, support: 10
whipped/sour cream, domestic eggs, sliced cheese, support: 11
domestic eggs, sliced cheese, yogurt, support: 11
domestic eggs, root vegetables, sliced cheese, support: 12
domestic eggs, sliced cheese, rolls/buns, support: 12
domestic eggs, sliced cheese, other vegetables, support: 14
domestic eggs, whole milk, sliced cheese, support: 18
citrus fruit, sliced cheese, rolls/buns, support: 10
citrus fruit, sliced cheese, tropical fruit, support: 11
citrus fruit, sliced cheese, other vegetables, support: 14
citrus fruit, sliced cheese, yogurt, support: 17
citrus fruit, whole milk, sliced cheese, support: 20
soda, sliced cheese, pastry, support: 10
sliced cheese, pastry, yogurt, support: 12
sausage, sliced cheese, pastry, support: 13
sliced cheese, pastry, rolls/buns, support: 15
whole milk, sliced cheese, pastry, support: 19
other vegetables, sliced cheese, pastry, support: 19
whipped/sour cream, butter, sliced cheese, support: 13
butter, root vegetables, sliced cheese, support: 14
butter, sliced cheese, tropical fruit, support: 14
butter, sliced cheese, rolls/buns, support: 14
butter, sliced cheese, other vegetables, support: 18
butter, sliced cheese, yogurt, support: 18
butter, whole milk, sliced cheese, support: 20
whipped/sour cream, sliced cheese, rolls/buns, support: 10
whipped/sour cream, sliced cheese, fruit/vegetable juice, support: 11
whipped/sour cream, sausage, sliced cheese, support: 12
whipped/sour cream, sliced cheese, tropical fruit, support: 14
whipped/sour cream, root vegetables, sliced cheese, support: 18
whipped/sour cream, sliced cheese, yogurt, support: 19
whipped/sour cream, sliced cheese, other vegetables, support: 21
whipped/sour cream, whole milk, sliced cheese, support: 27
bottled water, sliced cheese, rolls/buns, support: 11
bottled water, sliced cheese, fruit/vegetable juice, support: 11
bottled water, soda, sliced cheese, support: 11
bottled water, sliced cheese, tropical fruit, support: 11
bottled water, root vegetables, sliced cheese, support: 11
bottled water, other vegetables, sliced cheese, support: 15
bottled water, sliced cheese, yogurt, support: 16
bottled water, whole milk, sliced cheese, support: 18
root vegetables, sliced cheese, fruit/vegetable juice, support: 11
sliced cheese, fruit/vegetable juice, rolls/buns, support: 12
tropical fruit, sliced cheese, fruit/vegetable juice, support: 14
sliced cheese, fruit/vegetable juice, yogurt, support: 17
other vegetables, sliced cheese, fruit/vegetable juice, support: 18
whole milk, sliced cheese, fruit/vegetable juice, support: 18
pip fruit, sliced cheese, root vegetables, support: 11
pip fruit, sliced cheese, rolls/buns, support: 11
sausage, pip fruit, sliced cheese, support: 14
pip fruit, sliced cheese, tropical fruit, support: 15
pip fruit, sliced cheese, yogurt, support: 20
other vegetables, pip fruit, sliced cheese, support: 21
pip fruit, sliced cheese, whole milk, support: 22
shopping bags, sliced cheese, yogurt, support: 10
soda, shopping bags, sliced cheese, support: 11
shopping bags, sliced cheese, root vegetables, support: 11
sausage, shopping bags, sliced cheese, support: 13
other vegetables, shopping bags, sliced cheese, support: 15
shopping bags, sliced cheese, rolls/buns, support: 16
shopping bags, sliced cheese, whole milk, support: 16
soda, sliced cheese, root vegetables, support: 11
soda, sliced cheese, tropical fruit, support: 15
other vegetables, soda, sliced cheese, support: 15
sausage, soda, sliced cheese, support: 18
soda, sliced cheese, yogurt, support: 19
soda, sliced cheese, whole milk, support: 22
soda, sliced cheese, rolls/buns, support: 23
sausage, sliced cheese, tropical fruit, support: 14
sliced cheese, tropical fruit, rolls/buns, support: 16
root vegetables, sliced cheese, tropical fruit, support: 20
sliced cheese, tropical fruit, yogurt, support: 27
whole milk, sliced cheese, tropical fruit, support: 28
other vegetables, sliced cheese, tropical fruit, support: 30
root vegetables, sliced cheese, rolls/buns, support: 13
sausage, root vegetables, sliced cheese, support: 18
root vegetables, sliced cheese, yogurt, support: 22
root vegetables, sliced cheese, whole milk, support: 31
other vegetables, root vegetables, sliced cheese, support: 37
sausage, sliced cheese, yogurt, support: 24
other vegetables, sausage, sliced cheese, support: 24
sausage, sliced cheese, rolls/buns, support: 29
sausage, sliced cheese, whole milk, support: 31
other vegetables, sliced cheese, rolls/buns, support: 24
sliced cheese, rolls/buns, yogurt, support: 24
whole milk, sliced cheese, rolls/buns, support: 30
other vegetables, sliced cheese, yogurt, support: 30
whole milk, sliced cheese, yogurt, support: 45
other vegetables, whole milk, sliced cheese, support: 45
other vegetables, ice cream, frozen vegetables, support: 10
soda, ice cream, napkins, support: 10
butter, ice cream, other vegetables, support: 10
butter, whole milk, ice cream, support: 10
other vegetables, ice cream, fruit/vegetable juice, support: 11
other vegetables, ice cream, pastry, support: 10
soda, ice cream, pastry, support: 10
whole milk, ice cream, pastry, support: 11
soda, salty snack, ice cream, support: 10
tropical fruit, pip fruit, ice cream, support: 12
whipped/sour cream, whole milk, ice cream, support: 13
whipped/sour cream, ice cream, other vegetables, support: 16
soda, bottled water, ice cream, support: 10
whole milk, bottled water, ice cream, support: 11
other vegetables, root vegetables, ice cream, support: 18
newspapers, whole milk, ice cream, support: 11
newspapers, other vegetables, ice cream, support: 18
soda, shopping bags, ice cream, support: 11
whole milk, shopping bags, ice cream, support: 12
other vegetables, ice cream, rolls/buns, support: 10
soda, ice cream, rolls/buns, support: 12
other vegetables, ice cream, yogurt, support: 11
tropical fruit, ice cream, yogurt, support: 12
whole milk, ice cream, yogurt, support: 13
soda, ice cream, yogurt, support: 15
soda, tropical fruit, ice cream, support: 14
other vegetables, tropical fruit, ice cream, support: 15
tropical fruit, whole milk, ice cream, support: 18
other vegetables, soda, ice cream, support: 13
other vegetables, whole milk, ice cream, support: 23
soda, whole milk, ice cream, support: 17
other vegetables, frozen meals, meat, support: 10
hamburger meat, whole milk, meat, support: 10
other vegetables, beef, meat, support: 11
margarine, whole milk, meat, support: 10
margarine, other vegetables, meat, support: 17
other vegetables, frozen vegetables, meat, support: 11
whole milk, frozen vegetables, meat, support: 12
white bread, other vegetables, meat, support: 10
coffee, whole milk, meat, support: 11
other vegetables, coffee, meat, support: 12
other vegetables, chicken, meat, support: 11
whole milk, chicken, meat, support: 14
other vegetables, napkins, meat, support: 10
yogurt, napkins, meat, support: 10
other vegetables, pastry, meat, support: 10
whole milk, pastry, meat, support: 15
pork, root vegetables, meat, support: 10
pork, whole milk, meat, support: 12
other vegetables, pork, meat, support: 15
whole milk, pip fruit, meat, support: 11
other vegetables, pip fruit, meat, support: 12
soda, bottled water, meat, support: 11
bottled water, yogurt, meat, support: 11
bottled water, rolls/buns, meat, support: 12
sausage, bottled water, meat, support: 12
other vegetables, bottled water, meat, support: 15
butter, yogurt, meat, support: 10
butter, rolls/buns, meat, support: 11
butter, other vegetables, meat, support: 12
butter, whole milk, meat, support: 18
newspapers, soda, meat, support: 10
newspapers, sausage, meat, support: 10
newspapers, brown bread, meat, support: 10
newspapers, rolls/buns, meat, support: 11
newspapers, yogurt, meat, support: 12
newspapers, other vegetables, meat, support: 14
newspapers, whole milk, meat, support: 14
fruit/vegetable juice, rolls/buns, meat, support: 10
yogurt, fruit/vegetable juice, meat, support: 10
whole milk, fruit/vegetable juice, meat, support: 12
frankfurter, whole milk, meat, support: 15
sausage, tropical fruit, meat, support: 10
whole milk, tropical fruit, meat, support: 12
other vegetables, tropical fruit, meat, support: 18
domestic eggs, rolls/buns, meat, support: 11
domestic eggs, yogurt, meat, support: 11
whipped/sour cream, domestic eggs, meat, support: 11
other vegetables, domestic eggs, meat, support: 15
whole milk, domestic eggs, meat, support: 17
shopping bags, rolls/buns, meat, support: 12
sausage, shopping bags, meat, support: 13
other vegetables, shopping bags, meat, support: 16
citrus fruit, root vegetables, meat, support: 11
citrus fruit, other vegetables, meat, support: 12
citrus fruit, yogurt, meat, support: 15
citrus fruit, whole milk, meat, support: 17
whipped/sour cream, yogurt, meat, support: 10
whipped/sour cream, root vegetables, meat, support: 14
whipped/sour cream, other vegetables, meat, support: 15
whipped/sour cream, whole milk, meat, support: 16
whole milk, brown bread, meat, support: 10
brown bread, yogurt, meat, support: 10
sausage, brown bread, meat, support: 13
other vegetables, brown bread, meat, support: 15
root vegetables, rolls/buns, meat, support: 11
root vegetables, yogurt, meat, support: 14
other vegetables, root vegetables, meat, support: 27
root vegetables, whole milk, meat, support: 31
sausage, whole milk, meat, support: 17
soda, sausage, meat, support: 18
sausage, rolls/buns, meat, support: 20
other vegetables, sausage, meat, support: 23
sausage, yogurt, meat, support: 13
soda, yogurt, meat, support: 15
yogurt, rolls/buns, meat, support: 18
whole milk, yogurt, meat, support: 24
other vegetables, yogurt, meat, support: 28
soda, whole milk, meat, support: 18
