,items
2410,"{'cd', '<1>', 'pwd', 'make', '<2>', 'gdb', 'gcc', 'mroe', 'more', 'ls', 'a.out', 'cp', 'vi', '<GENSYM:5>/makemake', 'rm'}"
2411,"{'cd', '<1>', 'elm', 'gcc', 'morenew', '<2>', 'clear', 'man', 'q', '-v', 'more', 'ls', 'a.out', 'fg', 'jobs', 'vi', 'lo', 'rm'}"
2412,"{'cd', '<1>', 'elm', 'gcc', 'make', 'clear', 'mroe', 'hist', 'more', 'ls', 'history', 'a.out', 'home', 'jobs', 'vi', 'lo', 'rm'}"
2413,"{'<GENSYM:5>/grade_1', 'history', 'home', 'cp', 'vi', 'lo', 'cd', 'gcc', 'q', 'LS', 'copy', 'a.out', 'jobs', 'rmdir', '-al', 'make', '<1>', 'elm', '<2>', 'clear', '-v', 'more', 'fg', '|', 'mroe', 'ls', 'r4', 'rm'}"
2414,"{'<1>', 'elm', 'ls', 'vi', 'lo'}"
2415,"{'|', '<1>', 'elm', 'f', 'date', 'more', 'lo'}"
2416,"{'cd', '<1>', 'elm', 'q', '-v', 'more', 'ls', 'a.out', 'vi', 'lo', 'rm'}"
2417,"{'cd', '<1>', 'elm', 'mroe', 'more', 'ls', ',pre', 'vi', 'lo', 'rm'}"
2418,"{'cd', '<1>', 'gcc', '-l', 'unrm', 'mroe', 'more', 'ls', 'a.out', 'vi', 'lo', 'rm'}"
2419,"{'lo', 'elm'}"
2420,"{'lo', 'elm'}"
2421,"{'<1>', 'elm', 'fg', 'vi', 'lo'}"
2422,"{'lo', 'elm'}"
2423,"{'history', 'vi', 'cd', 'gcc', 'a.out', '<1>', 'elm', '-dmsl20', '<2>', 'clear', 'more', 'fg', 'lp', 'f', 'mroe', 'date', 'ls', '-d', 'rm'}"
2424,"{'ps', 'cd', '<1>', 'elm', 'clear', 'kill', 'ls', 'fg', '-9', 'jobs', 'vi', 'lo', 'rm'}"
2425,"{'ps', '<1>', 'elm', 'kill', 'pine', 'fg', 'mailx', '-9', 'jobs'}"
2426,"{'<', '-9', 'vi', 'lo', 'cd', '-s', '&', 'jobs', 'fg%1', 'rmdir', 'ps', '-y', '<1>', 'elm', '-dmsl20', '<2>', 'kill', 'talk', 'write', 'more', 'fg', 'sun', 'telnet', 'lp', 'f', 'mesg', 'date', 'mroe', 'ls', 'rm'}"
2427,"{'lo', 'elm'}"
2428,"{'home', 'cp', 'vi', 'lo', 'cd', 'gcc', 'mr', 'q', 'a.out', 'ci', 'jobs', '-al', '<1>', 'elm', 'mkdir', '-l', '<2>', 'mre', '-v', 'more', 'fg', 'co', 'l', 'mv', 'mroe', 'date', 'ls', 'g++', 'MORE', 'aout', 'rm', 'mrie'}"
2429,"{'lo', 'elm'}"
2430,"{'vi', 'lo', 'cd', 'gcc', 'a.out', 'ci', 'jobs', '<1>', 'elm', '-l', '<2>', 'cs', 'rlogin', 'more', 'fg', 'sun', 'mroe', 'ls', 'rm'}"
2431,"{'cd', '<1>', '|', 'elm', 'LS', 'date', 'more', 'ls', 'fg', 'r4', 'lo', '-al'}"
2432,"{'cd', '<1>', 'cs', 'mcd', 'more', 'lo'}"
2433,"{'cd', '<1>', 'ls', 'vi', 'lo'}"
2434,"{'case.out', 'cp', 'vi', 'lo', 'a.pout', 'cd', 'gcc', 'moer', 'a.out', 'ci', 'vui', 'jobs', 'rmdir', '-al', '<1>', 'elm', '<2>', '-l', 'rlogin', 'more', 'fg', 'case', 'mv', 'f', 'mroe', 'ls', 'g++', 'rm'}"
2435,"{'lo', 'cxs', 'cs'}"
2436,"{'<', 's', 'vi', 'lo', 'cd', ';', '-s', 'jobs', '-al', '<1>', 'elm', '<2>', 'rlm', 'more', 'fg', 'l', 'aekumcu', 'f', 'ls'}"
2437,"{'<', 'cp', 'lo', 'cd', 'q', '-s', 'make', '<1>', 'elm', '<2>', 'clear', '-v', 'more', 'l', 'mv', 'mroe', 'ls', 'r4', 'rm'}"
2438,{'lo'}
2439,{'lo'}
2440,"{'<1>', 'elm', 'f', 'jobs', 'lo'}"
2441,"{'cp', 'vi', 'lo', 'cd', 'gcc', 'q', 'a.out', 'ci', '-al', '<1>', 'elm', 'gzip', '<2>', 'clear', '-l', 'gunzip', '-v', 'more', 'fg', 'clera', 'ls', 'convert.out', 'rm'}"
2442,"{'cd', '<1>', 'gcc', 'lss', 'more', 'ls', 'a.out', 'vi', 'rm'}"
2443,{'lo'}
2444,"{'cd', '<1>', 'elm', '-dmsl20', 'ls', 'ekn', 'lo', 'lp'}"
2445,"{'cd', '<1>', 'elm', 'gcc', '-l', 'more', 'ls', 'a.out', 'ci', 'vi', 'lo', 'rm'}"
2446,"{'lo', 'elm'}"
2447,"{'cd', '<1>', '-dmsl20', '-l', 'more', 'ls', 'ci', 'vi', 'lo', 'lp'}"
2448,"{'sc', '<1>', 'cd', 'lpstat', '|', 'man', 'date', 'pages', 'ls', 'more', 'pagtes', 'fg', 'jobs', 'vi', 'lo', '-o'}"
2449,"{'cd', '<1>', '-dmsl20', 'ls', 'lo', 'lp'}"
2450,"{'|', '<1>', 'cd', 'lpstat', 'more', 'ls', 'fg', 'lp', '-dmsl22', 'lo', '-o', '<GENSYM:6>/lwinfo'}"
2451,"{'cd', '<1>', 'elm', 'lpstat', '-dmsl20', '<2>', 'man', 'pages', '-u', '-0', 'lo', '-o', 'lp'}"
2452,{'elm'}
2453,"{'ps', '<1>', 'elm', 'kill', '-9', 'rm'}"
2454,{'elm'}
2455,"{'cd', '<1>', 'elm', 'mroe', 'more', 'ls', 'fg', 'vi', 'rm'}"
2456,"{'<GENSYM:7>', 's', 'cp', 'vi', 'cd', 'gcc', 'a.out', 'ci', '-al', 'diff', '<1>', 'elm', 'mkdir', '<2>', '-l', 'more', 'mv', '|', 'ls', 'g++', 'convert.out', 'rm'}"
2457,"{'more', 'vi', 'lo', '<1>'}"
2458,"{'lo', 'elm'}"
2459,{'lo'}
2460,"{'cd', '<1>', 'elm', '<', '<2>', '-s', 'cs', 'more', 'ls', 'fg', 'vi', 'lo'}"
2461,"{'cd', '<1>', 'elm', '-dmsl20', '-l', 'passwd', 'jobs', 'ls', 'fg', 'sun', 'lo', 'lp', 'co'}"
2462,{'lo'}
2463,"{'cd', '<1>', 'elm', '<', '<2>', 'f', '-s', 'cs', 'more', 'ls', 'fg', 'cp', 'vi', 'rm'}"
2464,"{'', '<GENSYM:8>/netscape', 'sz', 'vi', 'lo', 'r', ';', 'uudecode', 'ld', 'rmdir', 'source', 'make', 'mkdir', 'gzip', 'gunzip', 'expert', 'cs', 'fg', 'mv', 'clean', 'mroe', 'g++', '<3>', '-d', 'cdd', 'cd', 'q', '-s', '&', 'a.out', 'rz', 'locate', '-al', 'diff', '<2>', '-l', 'mre', 'aekumcu', 'vt100', 'history.970226132212.13099', 's', 'home', 'cp', 'g8', 'e', 'fgf', 'jobs', '<1>', '-006033', 'sun', 'telnet', 'tar', 'lp', '|', 'suhj', '`', 'rm', '<', 'ph', ',', 'homr', 'pages', 'lkajsdflkajsdflakjsdfl,', '<4>', 'du', 'gdb', 'exp', 'ping', 'elm', 'clear', '-v', 'more', '-g', '-', 'vc', 'lynx', 'pwd', 'f', 'chmod', 'date', 'ls'}"
2465,"{'lo', 'elm'}"
2466,"{'sz', 'home', 'cp', 'vi', 'lo', 'cd', 'rz', 'diff', '<1>', 'elm', 'make', '<2>', 'more', 'fg', 'sun', 'date', 'ls', 'rm', 'vt100'}"
2467,"{'<', 'homr', 'home', 'cp', 'vi', 'lo', 'cd', 'q', '-s', 'ld', 'rz', '<1>', 'elm', '<2>', '-v', 'more', 'fg', 'sun', 'pwd', 'ls', 'vt100'}"
2468,"{'lo', 'elm'}"
2469,"{'cd', '<1>', 'elm', 'suhj', '<2>', 'f', 'ls', 'sun', 'home', '-d', 'lo', 'lp'}"
2470,"{'elm', 'cs', 'ls', 'fg', 'lo'}"
2471,"{'cd', '<1>', 'elm', 'clean', 'sz', 'ls', 'home', 'sun', 'lo', 'vt100'}"
2472,"{'cd', '<1>', 'elm', 'make', 'clean', 'sz', 'more', 'ls', 'a.out', 'home', 'sun', 'vi', 'lo', 'vt100'}"
2473,"{'hoem', 'cd', '<1>', 'mv', 'elm', '<2>', 'ls', 'home', 'sun', 'lo', 'rz', 'vt100'}"
2474,"{'home', 'cp', 'vi', 'lo', 'cd', 'a.out', 'gdb', 'rz', 'make', 'mkdir', '<1>', 'elm', '<2>', 'more', 'sun', 'lp', 'mv', 'ls', 'rm', 'vt100'}"
2475,"{'exec', '<1>'}"
2476,"{'exec', '<1>'}"
2477,"{'exec', '<1>'}"
2478,"{'cd', '<1>', '<2>', 'clean', 'ls', 'home', '-d', 'lo', 'rm', 'lp'}"
2479,"{'cd', '<1>', 'elm', '<2>', 'f', 'clean', 'more', 'ls', 'fg', 'home', 'sun', 'lo', '-d', 'lp'}"
2480,"{'cd', '<1>', 'elm', 'sz', 'ls', 'fg', 'home', 'sun', 'lo', 'vt100'}"
2481,"{'sz', 'home', 'vi', 'lo', 'cd', 'q', 'a.out', 'rz', '<1>', 'elm', 'gzip', '<2>', '-v', 'more', 'fg', '-', 'sun', 'mv', 'mroe', 'ls', 'g++', 'rm', 'vt100'}"
2482,"{'cd', '<1>', 'elm', 'sz', 'ls', 'g++', 'a.out', 'vi', 'vt100'}"
2483,"{'cd', '<1>', 'elm', 'f', 'mroe', 'more', 'ls', 'g++', 'a.out', 'vi', 'lo', 'locate', 'vt100'}"
2484,"{'lo', 'elm'}"
2485,"{'lo', '<1>', 'elm', 'f'}"
2486,"{'cd', '<1>', 'elm', 'mroe', 'more', 'ls', 'g++', 'a.out', 'sun', 'vi', 'lo', 'rm', 'vt100'}"
2487,"{'cd', '<1>', '<2>', 'cp', 'vi'}"
2488,{'elm'}
2489,"{'ls', 'cd', '<1>', '`'}"
2490,"{'cd', '<1>', 'mroe', 'flame', 'more', 'ls', 'g++', 'a.out', 'vi'}"
2491,{'sun'}
2492,{'sun'}
2493,{'lo'}
2494,{'lo'}
2495,{'sun'}
2496,{'sun'}
2497,"{'cd', '<1>', 'elm', 'mroe', 'l', 'sz', 'more', 'ls', 'lo', 'home', 'sun', 'la', 'rm', 'vt100'}"
2498,"{'home', 'cp', 'vi', 'lo', 'cd', 'a.out', 'jobs', 'rz', 'make', '<1>', 'elm', 'hoe', '<2>', 'fg', 'sun', 'f', 'clean', 'date', 'ls', 'vt100'}"
2499,"{'<1>', 'elm', 'sz', 'ls', 'fg', 'sun', 'vi', 'lo', 'vt100'}"
2500,"{'cd', '<1>', '<2>', 'more', 'ls', 'sun', 'home', 'cp', 'lo', 'rm', 'rz'}"
2501,"{'lo', 'elm', 'vt100'}"
2502,"{'mv', 'cd', '<1>', 'elm', 'make', '<2>', 'jobs', 'clean', 'sz', 'ls', 'a.out', 'home', 'sun', 'lo', 'rm', 'rz', 'vt100'}"
2503,"{'cd', '<1>', 'elm', '<2>', 'ls', 'sun', 'home', 'cp', 'lo', 'rz', 'vt100'}"
2504,"{'cd', '<1>', 'diff', '|', '<2>', 'elm', 'more', 'ls', 'sun', 'home', 'cp', 'vi', 'lo', 'rz', 'vt100'}"
2505,"{'elm', 'date', 'fg', 'lo', 'vt100'}"
2506,"{'cd', '<1>', 'elm', 'jobs', '<2>', 'job', 'sz', 'ls', 'sun', 'g6', 'home', 'cp', 'vi', 'lo', 'rm', 'rz', 'vt100'}"
2507,"{'cd', '<1>', 'elm', '<2>', 'more', 'ls', 'sun', 'home', 'cp', 'vi', 'lo', 'rm', 'rz', 'vt100'}"
2508,"{'lo', 'elm'}"
2509,"{'lo', 'elm'}"
2510,"{'fgt', 'elm', 'fg', 'sun', 'lo', 'vt100'}"
2511,"{'sun', 'elm', 'lo'}"
2512,"{'cd', '<1>', '<2>', 'ls', 'home', '-d', '`', 'lp'}"
2513,{'elm'}
2514,{'netscape'}
2515,"{'<1>', '<2>', 'date', 'ls', '-d', 'vi', 'lp'}"
2516,"{'lo', 'elm'}"
2517,"{'lo', 'elm'}"
2518,"{'lo', 'fg', 'cs'}"
2519,"{'cd', '<1>', 'elm', 'more', 'ls', '-r', 'fg', 'a.out', 'sun', 'vi', 'lo', 'vt100'}"
2520,"{'lo', 'elm'}"
2521,"{'<1>', 'elm', 'f', 'fg', 'sun', 'lo'}"
2522,"{'cp', 'vi', 'lo', 'sc', 'cd', 'quit', 'a.out', 'jobs', 'gdb', '<1>', 'elm', 'mkdir', 'obs', 'clear', '<2>', 'more', '-g', 'fg', 'clearn', 'g++', 'ls', 'cl', 'rm'}"
2523,"{'mv', 'cd', '<1>', '<2>', 'ls', 'cp', 'vi', 'lo'}"
2524,"{'exec', '<1>'}"
2525,"{'exec', '<1>'}"
2526,"{'exec', '<1>'}"
2527,"{'|', '<1>', '-l', '<2>', 'expert', 'more', 'ls', 'r', '-al'}"
2528,"{'cd', '<1>', 'elm', 'mkdir', '<2>', 'more', 'ls', 'cp', 'fg', 'sun', 'vi', 'ping', 'rmdir'}"
2529,"{'cd', '<1>', 'elm', 'piing', 'more', 'ls', 'history', 'fg', 'jobs', 'vi', 'lo', 'ping'}"
2530,"{'cd', '<1>', 'a.outmo', '<2>', 'man', 'hisotry', 'riles', 'more', 'ls', 'g++', 'a.out', '-g', 'history', 'gdb', 'vi', 'lo', 'rm', 'ping'}"
2531,"{'exec', '<1>'}"
2532,"{'lo', 'cd', '<1>', 'vi'}"
2533,"{'cd', '<1>', 'elm', '|', 'diff', '<2>', 'more', 'ls', 'g++', 'a.out', 'vi'}"
2534,"{'mv', 'cd', '<1>', 'mkdir', 'diff', '<2>', 'elm', 'jobs', 'q', '-v', 'more', 'ls', 'g++', 'a.out', 'cp', 'vi', 'lo', 'rm'}"
2535,"{'mv', 'cd', '<1>', 'elm', '<2>', 'clear', 'more', 'ls', 'vi'}"
2536,"{'mv', 'cd', '<1>', 'mkdir', 'diff', '<2>', 'clear', 'elm', 'wc', 'more', 'ls', 'g++', 'a.out', 'vi', 'lo', 'rm', 'vo'}"
2537,"{'mv', 'cd', '<1>', '<2>', 'ls', 'vi'}"
2538,"{'cd', '<1>', ';', 'lkajsdflkajsdflakjsdfl,', '<2>', 'gdb', 'laksjdfalsjdflaksjdf', 'more', 'ls', 'g++', 'a.out', '-g', 'cp', 'vi', 'lo', 'rm'}"
2539,"{'exec', '<1>'}"
2540,"{'cd', '<1>', 'elm', 'more', 'ls', 'vi'}"
2541,"{'cd', '<1>', 'vi'}"
2542,"{'lo', 'elm'}"
2543,"{'cd', '<1>', 'elm', '-l', '<2>', 'sz', 's', 'ls', 'home', 'lo', 'r', 'vt100'}"
2544,"{'<1>', 'elm', 'f', 'date', 'sun', 'lo', 'vt100'}"
2545,"{'<1>', 'lo', 'date', 'f'}"
2546,"{'sun', 'elm', 'lo', 'vt100'}"
2547,"{'mv', 'cd', '<1>', '<2>', 'more', 'ls', 'lo', 'rm', 'rz'}"
2548,"{'mv', 'cd', '<1>', 'elm', 'mkdir', 'uudecode', 'gunzip', '<2>', 'more', 'ls', 'fg', 'rm', 'vi', 'lo', 'tar', 'rmdir'}"
2549,"{'mv', 'cd', '<1>', '<2>', 'chmod', 'ls', '<3>', 'cp', 'vi', 'lo', '-al'}"
2550,"{'mv', 'cd', '<1>', 'elm', '<2>', 'more', 'ls', 'home', 'sun', 'lo', 'rz', 'vt100'}"
2551,"{'mv', ';', 'cd', 'elm', '<1>', '<2>', 'make', ',', 'ls', 'e', 'fg', 'home', 'sun', 'lo', 'rm', 'rz', 'vt100'}"
2552,"{'mv', 'cd', '<1>', 'elm', '<2>', 'clean', 'ls', 'home', 'sun', 'lo', 'rm', 'rz', 'vt100'}"
2553,"{'<1>', 'lo', 'r'}"
2554,"{'cd', '<1>', 'elm', '<2>', 'pages', 'ls', 'home', '-d', 'vi', 'lo', 'lp'}"
2555,"{'lo', 'elm'}"
2556,"{'lo', 'elm'}"
2557,"{'<1>', 'elm', '<2>', '-d', 'vi', 'lo', 'lp'}"
2558,"{'lo', 'elm'}"
2559,"{'lo', '<1>', 'telnet'}"
2560,"{'lo', 'elm', 'fg'}"
2561,"{'lo', 'elm'}"
2562,"{'cd', '<1>', 'elm', 'ls', 'a.out', 'lo'}"
2563,"{'<1>', 'elm', 'fg', 'lo', 'r'}"
2564,"{'mv', 'cd', '<1>', 'vc', 'g8', '<2>', 'mkdir', 'clean', 'ls', 'fg', 'r4', 'lo', 'vi', 'telnet', 'source'}"
2565,"{'cd', '<1>', 'elm', 'more', 'ls', 'fg', 'home', 'lo'}"
2566,"{'cd', '<1>', 'elm', 'g8', '<2>', 'clear', 'ls', 'fg', 'home', 'cp', 'vi', 'lo', 'ping'}"
2567,"{'cd', '<1>', 'elm', 'ls', 'fg', 'lo', 'vi', 'telnet'}"
2568,"{'<1>', 'elm', 'fg', 'lo', 'jobs', 'telnet'}"
2569,"{'mv', '<1>', 'elm', '<2>', 'clear', 'more', 'ls', 'fg', 'lo', 'rm'}"
2570,"{'lo', 'elm'}"
2571,"{'<1>', 'lo', 'f'}"
2572,"{'lo', 'elm'}"
2573,"{'lo', 'elm'}"
2574,"{'ph', '<1>', 'elm', '<2>', 'f', 'fg', 'lo'}"
2575,"{'ph', '<1>', 'lo'}"
2576,"{'<1>', 'elm', '<2>', 'chmod', 'mroe', 'more', 'ls', 'vi', 'lo', '-al'}"
2577,"{'|', '<1>', 'elm', 'f', 'more', 'fg', 'lo'}"
2578,"{'lo', 'elm'}"
2579,"{'<1>', 'elm', 'fg', 'lo', 'r'}"
2580,"{'cd', '<1>', 'elm', '-l', '<2>', 'more', 'ls', 'lo', 'r'}"
2581,"{'lo', 'elm'}"
2582,"{'cd', '<1>', 'elm', 'more', 'ls', 'fg', 'lo', 'rm'}"
2583,"{'<1>', 'elm', 'fg', 'vi', 'lo'}"
2584,"{'cd', '<1>', 'pwd', '<GENSYM:8>/netscape', 'more', 'ls', 'vi', 'lo'}"
2585,"{'lo', 'elm'}"
2586,"{'lo', 'elm'}"
2587,"{'cd', '<1>', 'elm', '<2>', 'cp', 'ls', 'fg', 'fgf', 'jobs', 'vi', 'lo'}"
2588,"{'more', 'vi', 'lo', '<1>'}"
2589,"{'sun', 'ls', 'lo'}"
2590,"{'<1>', 'elm', 'more', 'fg', 'sun', 'vi', 'lo'}"
2591,{'lo'}
2592,"{'lo', 'elm'}"
2593,"{'lo', 'elm'}"
2594,"{'cd', '<1>', 'elm', 'f', 'more', 'ls', 'fg', 'vi', 'lo'}"
2595,"{'sz', 'home', 'lo', 'cd', 'q', '&', 'du', '-al', '<1>', 'elm', 'gzip', '<2>', '-v', '-006033', 'more', 'fg', '-', 'tar', '|', 'lynx', 'mroe', 'ls', '<3>', 'rm', 'vt100'}"
2596,"{'cd', '<1>', 'mkdir', 'lynx', ';', 'elm', 'q', ',', 'sz', 'ls', 'e', 'fg', 'lo', 'vt100', '-al'}"
2597,"{'lo', 'elm'}"
2598,"{'lo', 'elm'}"
2599,"{'lo', 'elm'}"
2600,"{'lo', 'telnet', 'elm', '<1>'}"
2601,"{'cd', '<1>', 'elm', 'mkdir', 'q', '-v', 'ls', 'sun', 'r', 'vt100'}"
2602,"{'vi', 'lo', '<1>'}"
2603,"{'<1>', 'elm', 'ls', 'sun', 'lo', 'r', 'vt100'}"
2604,"{'cd', '<1>', 'elm', '<2>', 'aekumcu', 'mre', 'expert', 'chmod', 'mroe', 'more', 'ls', 'exp', 'lo', '-al'}"
2605,"{'cd', '<1>', 'elm', 'lynx', 'aekumcu', 'expert', 'cdd', 'ls', 'fg', 'sun', 'vi', 'lo', 'vt100'}"
2606,"{'lo', 'elm'}"
2607,"{'ph', '<1>', 'elm', 'lynx', 'f', 'q', '<4>', '-v', 'ls', 'fg', 'lo', 'sun', 'vi', 'telnet', 'rm', 'vt100'}"
2608,"{'<1>', 'elm', 'more', 'telnet', 'vt100'}"
2609,"{'cd', '<1>', 'elm', 'sz', 'ls', 'lo', 'jobs', 'telnet', 'rm', 'vt100'}"
2610,"{'lo', 'elm'}"
2611,"{'lo', 'elm'}"
2612,"{'<1>', 'elm', 'fg', 'lo', 'jobs', 'telnet'}"
2613,"{'<1>', 'elm', 'fg', 'vi', 'lo'}"
2614,{'elm'}
2615,"{'cd', '<1>', 'elm', 'vi', 'lo'}"
2616,"{'cd', '<1>', 'elm', 'pwd', '<2>', 'p', 'eaclear', 'msl20', 'ls', 'fg', 'home', '-d', '-al'}"
2617,"{'pages', 'home', 'vi', 'lo', 'r', 'cd', 'jobs', 'lwpages', '<1>', 'elm', '<2>', 'lwinfo', 'more', 'fg', 'lp', 'mv', '|', 'f', 'ls', '-d'}"
2618,{'elm'}
2619,"{'6', '-e', '1', '5', 'sz', '-9', '2', 'ftp', 'lo', 'r', '-rf', 'cd', ';', 'q', '&', 'jobs', '-al', 'ps', 'df', '<1>', 'elm', 'make', 'gzip', 'jen', 'kill', '-v', 'more', 'fg', '4', 'tar', '|', 'f', 'ls', '3', '<3>', 'rm', 'vt100'}"
2620,"{'<1>', 'elm', 'r', 'vt100'}"
2621,"{'<1>', 'r'}"
2622,"{'<1>', 'r'}"
2623,"{'<1>', 'elm', 'jobs', 'r', 'vt100'}"
2624,"{'elm', 'jen', 'josh', 'lo', 'dad', 'vt100'}"
2625,"{'<1>', 'elm', 'lo', 'r', 'vt100'}"
2626,"{'<1>', 'elm', 'f', 'date', 'lo', 'r', 'vt100'}"
2627,"{'<1>', 'elm', 'fg', 'lo', 'r', 'vt100'}"
2628,"{'<1>', 'elm', 'f', 'jen', 'josh', 'c', 'lo', 'dad', 'vt100'}"
2629,"{'ph', 'finger', 'c', 'history', 'lo', 'r', '<4>', 'jobs', '<1>', 'elm', 'jen', 'fg', 'gwen', 'telnet', 'dad', 'josb', 'f', 'date', 'pause', 'vt100'}"
2630,"{'cd', '<1>', 'elm', 'mkdir', 'gunzip', '<2>', 'q', '-v', 'ls', 'fg', 'lo', 'tar', 'rz', 'vt100'}"
2631,"{'<1>', 'elm', 'josh', 'date', 's', 'ender', 'ls', 'history', 'fg', 'vi', 'lo', 'vt100'}"
2632,{'ender'}
2633,"{'<1>', 'elm', 'clear', 'f', 'vt10', 'josh', 'date', 'ender', 'jobs', 'lo', 'vt100'}"
2634,{'lo'}
2635,"{'lo', 'jen', 'elm', 'vt100'}"
2636,"{'elm', 'ender', 'ls', 'fg', 'lo', 'rz', 'vt100'}"
2637,"{'<1>', 'elm', 'f', 'ender', 'fg', 'jobs', 'lo', 'vt100'}"
2638,"{'ps', '<1>', 'elm', 'jen', 'f', 'mroe', 'ender', 'ls', 'fg', 'jobs', 'lo', 'dad', 'vt100'}"
2639,"{'<1>', 'elm', 'jen', 'man', 'more', 'fg', 'lo', 'motd', 'vt100'}"
2640,"{'ender', 'elm', 'vt100'}"
2641,"{'<1>', 'elm', 'f', 'jen', 'josh', 'date', 'ender', 'fg', 'jobs', 'lo', 'dad', 'vt100'}"
2642,"{'|', '<1>', 'elm', 'jen', 'f', 'josh', 'ender', 'more', 'fg', 'lo', 'dad', 'vt100'}"
2643,"{'vi', 'lo', 'cd', 'rz', 'mkdir', '<1>', 'gunzip', '<2>', 'elm', 'jen', 'ender', 'more', 'tar', 'dad', 'mv', 'f', 'josh', 'mroe', 'date', 'ls', 'rm', 'vt100'}"
2644,"{'cd', '<1>', 'jobs', 'elm', '<2>', 'rz', 'lwinfo', 'c', 'more', 'ls', '-d', 'lo', 'lp', 'vt100'}"
2645,"{'lo', 'cd', 'jobs', '<1>', 'elm', 'jen', 'ender', 'more', 'fg', 'jos', 'dad', 'josb', 'f', 'josh', 'mroe', 'date', 'ls', 'pause', 'vt100'}"
2646,"{'elm', 'vt100'}"
2647,"{';', '<1>', 'elm', 'rz', 'this', ',', 'rlogin', 'jsdaklfjeij', '<3>', 'e', 'dad', 'vt100'}"
2648,"{'history', 'ftp', 'vi', 'lo', 'cd', 'jobs', 'mkdir', '<1>', 'gunzip', '<2>', 'elm', '<5>', 'clear', 'more', 'tar', 'lp', 'mroe', 'ls', '-d', 'rm'}"
2649,"{'history', 'vi', 'lo', 'cd', 'lpstat', 'man', '-al', '<1>', 'elm', '-dmsl20', '<2>', 'clear', 'lwinfo', 'more', 'fg', 'setenv', 'lp', 'mv', 'mroe', 'ls', '-dmsl22', 'vt100'}"
2650,"{'cd', '<1>', '|', 'elm', 'clear', 'f', 'q', 'date', '-v', 'more', 'ls', 'fg', 'vi', 'lo'}"
2651,"{'<1>', 'elm', 'logout', 'telnet', 'vt100'}"
2652,"{'<1>', 'elm', 'jen', 'f', 'josh', 'date', 'fg', 'lo', 'vt100'}"
2653,"{'elm', 'logout'}"
2654,"{'<1>', 'elm', 'f', 'Af', 'lo', 'dad', 'vt100'}"
2655,"{'elp', '<1>', 'elm', 'jen', 'f', 'logout', 'w', 'josh', 'exp', 'vi'}"
2656,"{'vi', 'lo', 'cd', 'jobs', 'exp', '-al', '<1>', 'elm', 'nad', '<2>', 'jen', 'more', 'fg', 'gwen', 'dad', 'mv', '|', 'lynx', 'f', 'josh', 'mroe', 'date', 'ls', 'rm'}"
2657,"{'elm', 'jen', 'josh', 'fg', 'lo', 'vt100'}"
2658,"{'ph', 'vi', 'lo', 'cd', 'man', 'jobs', 'exp', '<1>', 'elm', 'jen', 'chfn', 'more', 'fg', 'gwen', 'dad', 'f', 'josh', 'date', 'ls', '<3>', 'rm'}"
2659,"{'exp', 'elm', 'jen'}"
2660,"{'elm', 'jen', 'josh', 'date', 'gwen', 'lo'}"
2661,"{'exp', 'elm', 'jen'}"
2662,"{'<1>', 'elm', 'fuck', 'jen', 'f', 'fuckhead', 'josh', 'date', '<10>', 'fg', 'jos'}"
2663,"{'mv', 'cd', '<1>', 'jobs', 'elm', '<2>', 'jen', 'f', 'chmod', 'josh', 'ls', 'fg', 'gwen', 'vi', 'lo', '-al'}"
2664,"{'cd', '<1>', 'josb', 'elm', 'g', 'ls', 'fg', 'vi', 'l'}"
2665,"{'lo', 'elm'}"
2666,"{'cd', '<1>', 'elm', 'sc', 'jen', 'f', 'ismd', 'josh', 'date', 'gwen', '-r', 'fg', 'lo', 'jobs', 'vi', 'telnet', 'dad'}"
2667,"{'elm', 'jen', 'josh', 'fg', 'gwen', 'lo', 'dad'}"
2668,"{'elm', 'ojsh', 'jen', 'josh', 'date', 'gwen', 'exp', 'lo', 'dad'}"
2669,"{'josah', 'elm', 'jen', 'josh', 'lo', 'dad'}"
2670,"{'ph', '<1>', 'elm', 'f', 'jen', 'josh', '<3>', 'fg', 'lo', 'dad'}"
2671,"{'<1>', 'elm', 'jen', 'f', 'josh', 'date', 'fg', 'aylin', 'gwen', 'lo', 'dad'}"
2672,"{'mv', 'cd', '<1>', 'elm', '<2>', 'jen', 'josh', 'ls', 'fg', 'lo'}"
2673,"{'vi', 'lo', '-rf', 'cd', 'q', 'jobs', 'rmdir', '<1>', 'elm', 'gzip', '<2>', 'jen', '-v', 'more', 'fg', 'gwen', 'telnet', 'tar', 'mv', 'josb', 'f', 'josh', 'mroe', 'date', 'ls', '<3>', 'rm'}"
2674,"{'<1>', 'elm', 'o', 'josh', 'fg', 'lo', 'jobs', 'telnet'}"
2675,"{'<1>', 'telnet', 'elm', 'josh', 'lo'}"
2676,"{'<1>', 'elm', 'f', 'josh', 'lo'}"
2677,"{'gwen', 'elm', 'fg', 'lo'}"
2678,"{'lo', 'elm', 'josh'}"
2679,"{'lo', 'elm'}"
2680,"{'lo', 'elm'}"
2681,"{'<1>', 'elm', 'josh', 'more', 'ls', 'fg', 'gwen', 'vi', 'lo'}"
2682,"{'exit', 'quit'}"
2683,"{'lo', 'elm'}"
2684,"{'lo', 'elm'}"
2685,"{'<1>', 'elm', '-l', '<2>', 'rlogin', 'more', 'ls'}"
